variable,count,mean,std,min,max
cpi_overall_yoy_pct,109.0,3.334127273794942,2.0950913204633546,0.1982013035848551,8.979361103105798
cpi_food_yoy_pct,109.0,3.595946202516865,2.8653172695012583,-0.11596397063856623,11.39170639045195
cpi_shelter_yoy_pct,109.0,4.146172276078456,1.6732862705421718,1.4302752378398953,8.164643933532712
cpi_transportation_yoy_pct,109.0,3.974700224610892,7.4061828966869285,-10.874523637496992,22.599335083758287
pce_total_yoy_pct,109.0,5.805616683591359,4.953857620233889,-14.281315605318401,29.94726186199914
disposable_income_yoy_pct,109.0,5.747611450034665,4.487146485550302,-15.94533548275454,34.14088843278114
